Under 30,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Charges,Total Revenue,Satisfaction Score,Churn Label
No,Yes,1,6,64,None,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,1595.5,2826.2200000000003,4,No
No,No,0,0,10,Offer D,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,685.55,1060.05,3,No
No,Yes,2,0,65,Offer B,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,3874.1,5125.35,3,No
Yes,Yes,0,3,62,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,6891.4,9537.56,3,No
Yes,Yes,0,8,55,Offer B,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4916.95,7527.25,3,No
Yes,Yes,0,8,25,None,Yes,Yes,Cable,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1373.0,1786.0,3,No
No,No,0,0,1,None,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,88.00999999999999,3,No
No,Yes,0,3,36,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3440.25,3655.89,5,No
No,Yes,0,1,61,Offer B,Yes,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,4226.7,4512.79,4,No
No,No,3,0,26,None,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,1023.75,1023.75,4,No
No,Yes,2,2,68,None,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,7074.4,8560.88,4,No
No,Yes,0,8,72,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,6849.75,7743.19,4,No
No,Yes,0,4,71,None,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3263.6,3263.6,4,No
No,No,0,0,57,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1252.85,1993.28,3,No
Yes,No,0,0,4,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,67.55,140.67000000000002,3,No
Yes,Yes,3,8,72,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,5750.0,5946.56,3,No
No,Yes,3,6,21,None,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1549.75,2212.3,4,No
No,Yes,1,1,71,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1810.55,3194.34,4,No
No,Yes,0,5,64,Offer B,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,5484.4,6242.799999999999,4,No
No,No,0,0,16,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,294.9,691.54,5,No
No,No,0,0,4,Offer E,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,97.5,122.94,4,No
No,No,0,0,1,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,47.03,4,No
No,No,0,0,18,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,476.8,476.8,3,No
No,No,0,0,2,Offer E,Yes,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,101.65,154.25,5,No
Yes,Yes,0,3,19,None,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1130.85,1288.55,3,No
No,No,0,0,40,Offer B,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3532.25,4878.65,4,No
Yes,No,0,0,21,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,1570.7,1639.16,3,No
No,No,0,0,8,Offer E,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,520.95,767.35,4,No
No,Yes,1,3,72,None,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,7854.9,10175.46,3,No
No,No,0,0,48,Offer B,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,3581.4,4668.12,4,No
No,No,0,0,69,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,1447.9,2671.96,5,No
No,No,0,0,72,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,8547.15,11174.43,3,No
No,No,0,0,14,None,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,727.85,1064.41,3,No
No,No,0,0,6,None,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,357.6,422.88,4,No
No,Yes,3,6,8,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,159.35,296.95,4,No
Yes,No,0,0,17,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,280.85,1001.99,3,No
No,No,0,0,65,Offer B,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,6069.25,6276.05,3,No
No,Yes,1,6,57,Offer B,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,3274.35,4348.8,3,No
No,Yes,0,9,56,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,6109.65,8224.21,4,No
No,Yes,0,7,14,None,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1122.4,1184.7,4,No
No,Yes,0,1,52,None,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2020.9,2020.9,3,No
No,No,0,0,58,None,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,3795.45,5504.71,4,No
No,No,0,0,67,None,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,3579.15,3579.15,5,No
Yes,No,0,0,2,None,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.7,59.7,3,No
Yes,Yes,1,0,71,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,8175.9,9982.85,4,No
No,Yes,1,7,46,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,890.35,2162.25,3,No
No,No,3,0,3,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.6,105.89,3,No
No,No,0,0,3,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,58.0,66.07,3,No
No,Yes,2,9,50,None,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,938.95,2287.95,5,No
Yes,Yes,2,2,67,None,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,3623.95,3623.95,3,No
No,No,0,0,69,Offer A,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,4577.9,5537.69,3,No
No,No,0,0,1,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,25.85,25.85,3,No
No,No,0,0,32,None,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,2871.5,4385.1,4,No
No,Yes,2,9,60,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,1270.55,3197.75,5,No
No,Yes,1,4,72,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7711.45,10881.61,4,No
No,No,0,0,2,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,31.2,46.8,5,No
No,No,3,0,2,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,38.25,100.27000000000001,3,No
Yes,No,0,0,36,None,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,3348.1,4957.3,3,No
No,No,0,0,7,None,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,533.6,545.2900000000001,4,No
No,Yes,0,1,19,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1620.8,2482.83,5,No
No,Yes,1,3,47,None,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,4137.2,5934.95,4,No
No,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,22.25,3,No
Yes,Yes,3,6,32,None,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3023.85,4196.65,3,No
No,Yes,3,3,61,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,6241.35,8348.29,5,No
No,Yes,2,1,72,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,6501.35,8562.710000000001,4,No
Yes,Yes,1,1,44,None,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,2317.1,2327.1,5,No
No,No,0,0,41,None,Yes,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2237.55,2508.15,4,No
Yes,Yes,0,0,50,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,5231.3,6395.3,3,No
No,Yes,3,1,8,Offer E,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,165.5,188.46,4,No
No,No,0,0,18,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,358.5,771.96,3,No
Yes,Yes,1,1,72,Offer A,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,6614.9,8566.1,4,No
Yes,No,2,0,13,Offer D,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,1299.1,1452.21,3,No
No,Yes,2,1,68,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,5733.4,6770.33,4,No
Yes,No,0,0,69,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,7430.75,7801.58,3,No
No,Yes,3,1,25,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,630.6,1178.43,3,No
Yes,Yes,2,1,59,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1222.65,1783.7400000000002,4,No
Yes,Yes,3,1,69,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card,7234.8,8933.18,3,No
No,No,0,0,13,Offer D,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,331.85,283.26,5,No
Yes,Yes,0,1,52,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,5088.4,5541.48,3,No
No,Yes,0,1,61,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4860.85,7495.96,4,No
Yes,No,0,0,29,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,788.05,788.05,5,No
No,No,1,0,25,Offer C,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,1266.35,2248.09,5,No
No,No,0,0,15,Offer D,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,688.2,655.6500000000001,5,No
No,Yes,3,1,19,Offer D,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,387.7,989.8799999999999,3,No
Yes,No,0,0,44,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,845.25,2921.26,3,No
No,Yes,3,1,58,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,4230.25,6537.77,4,No
Yes,Yes,3,1,62,None,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,4983.05,7428.4400000000005,3,No
No,Yes,2,1,70,Offer A,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4113.15,4080.6199999999994,5,No
No,Yes,2,2,10,Offer D,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,521.0,498.03,3,No
No,No,0,0,26,Offer C,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,471.85,1430.8000000000002,4,No
No,No,0,0,66,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,5976.9,9200.359999999999,3,No
No,Yes,3,6,51,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,4299.75,4744.57,5,No
No,Yes,1,9,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,7548.6,8040.73,3,No
No,No,0,0,65,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1654.75,1931.51,5,No
No,No,1,0,70,None,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,4551.5,6394.030000000001,4,No
No,Yes,0,10,72,None,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,6227.5,8470.3,4,No
No,Yes,3,3,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,36.07,5,No
Yes,No,0,0,3,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,57.5,172.73,4,No
No,No,0,0,58,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,1474.35,4303.59,5,No
Yes,Yes,0,7,72,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7285.7,9802.1,5,No
No,Yes,2,1,72,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,7658.3,8946.380000000001,4,No
No,Yes,1,4,72,None,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,5959.3,6883.780000000001,3,No
No,Yes,0,7,59,None,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4693.2,5889.13,5,No
No,No,0,0,54,None,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,3512.9,4524.86,3,No
No,No,0,0,60,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,5231.2,5657.2,5,No
Yes,Yes,0,5,60,None,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,3603.45,3603.45,5,No
No,No,0,0,3,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,217.45,238.35999999999999,3,No
No,Yes,0,6,69,None,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,6875.35,10004.5,3,No
Yes,Yes,5,9,1,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,44.35,4,No
No,Yes,3,10,50,None,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,2021.35,2021.35,3,No
No,No,0,0,56,None,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2564.95,2564.95,5,No
No,Yes,0,6,60,None,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5611.75,7561.75,4,No
No,Yes,0,4,3,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.75,169.82999999999998,5,No
No,Yes,3,7,60,None,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,4543.95,6175.95,4,No
No,No,0,0,13,Offer D,No,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,450.4,550.4,3,No
No,Yes,2,2,62,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1297.35,1413.29,4,No
No,No,0,0,45,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,4442.75,4513.4,4,No
No,No,0,0,25,Offer C,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,1423.15,1423.15,3,No
No,No,0,0,44,Offer B,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,4378.35,6532.150000000001,3,No
No,No,0,0,2,Offer E,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,153.2,3,No
No,No,0,0,22,Offer D,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,450.65,676.15,5,No
No,No,0,0,35,Offer C,No,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,1175.85,1205.85,5,No
No,Yes,1,5,29,Offer C,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,558.8,1557.56,3,No
Yes,No,2,0,54,Offer B,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,3283.05,3507.69,4,No
No,No,0,0,57,Offer B,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,4939.25,6995.8099999999995,5,No
No,No,0,0,62,Offer B,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,4237.5,6787.5599999999995,3,No
No,Yes,3,10,15,Offer D,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,335.95,1035.55,3,No
No,Yes,0,9,70,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,7188.5,7600.7,4,No
No,Yes,2,6,21,Offer D,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,926.25,1744.2,5,No
No,No,3,0,23,Offer D,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,1119.35,1713.9,3,No
Yes,No,0,0,6,Offer E,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,116.6,189.62,3,No
No,Yes,3,0,4,Offer E,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,68.8,185.16,4,No
No,No,0,0,23,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2341.55,2758.3100000000004,3,No
Yes,No,0,0,26,Offer C,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,1362.85,1362.85,4,No
Yes,No,2,0,8,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,163.6,288.88,4,No
Yes,No,0,0,2,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,145.15,202.37,4,No
Yes,No,0,0,59,Offer B,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,4786.1,4900.56,3,No
No,Yes,3,9,39,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,3835.55,4509.860000000001,3,No
No,No,2,0,21,Offer D,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,397.0,976.6,3,No
No,Yes,2,6,48,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1027.25,1921.97,5,No
No,Yes,1,1,64,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,7222.75,7679.87,3,No
No,Yes,1,1,46,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3769.7,4023.62,5,No
No,No,0,0,52,Offer B,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4233.95,6246.87,5,No
No,Yes,1,4,67,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,1680.25,2848.06,5,No
No,Yes,0,7,71,None,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,7707.7,9822.08,3,No
Yes,No,0,0,71,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,8309.55,8514.029999999999,4,No
No,No,0,0,32,Offer C,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,601.55,1098.51,3,No
No,No,0,0,2,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,139.25,228.79000000000002,5,No
No,Yes,0,3,71,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1888.25,2682.0299999999997,5,No
Yes,No,0,0,60,Offer B,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,2773.9,2773.9,4,No
No,No,0,0,6,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,401.3,567.44,4,No
No,Yes,3,1,48,Offer B,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,3238.4,3482.0,4,No
Yes,Yes,3,8,63,Offer B,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1573.05,3116.55,5,No
Yes,No,2,0,12,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,235.8,468.36,3,No
No,Yes,1,4,30,Offer C,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,1985.15,3087.3500000000004,5,No
No,No,0,0,40,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,4335.2,5004.4,5,No
No,Yes,1,10,9,None,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,647.5,720.4,5,No
No,No,0,0,62,Offer B,No,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,2748.7,2748.7,4,No
No,No,0,0,28,Offer C,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,2483.65,2866.9700000000003,5,No
No,No,0,0,70,None,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,6367.2,8544.3,4,No
Yes,No,0,0,46,Offer B,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4904.2,5173.76,4,No
No,Yes,0,2,23,Offer D,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,2044.95,2554.86,4,No
Yes,Yes,1,7,47,Offer B,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,1794.8,1794.8,3,No
No,Yes,2,3,68,None,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7173.15,9308.349999999999,3,No
Yes,No,1,0,67,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7039.05,7879.2300000000005,3,No
No,No,0,0,14,Offer D,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,921.4,1439.54,3,No
No,Yes,2,4,57,Offer B,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,4018.35,6935.5,5,No
No,Yes,1,6,55,Offer B,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,5448.6,7713.5,4,No
Yes,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,63.21,5,No
No,No,0,0,23,Offer D,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,2085.45,2280.95,4,No
No,Yes,0,2,47,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5135.15,7423.58,5,No
No,No,0,0,38,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,730.1,1574.8400000000001,3,No
No,Yes,0,9,15,Offer D,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1108.6,1561.1499999999999,4,No
No,No,0,0,26,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1815.65,2790.91,3,No
